group	label	ns	tau	cov	ru	mi	s
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.324	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.325	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.326	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.327	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.328	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.329	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.330	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.331	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.332	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.333	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.334	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.335	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.336	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.337	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.338	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.339	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.340	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.341	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.342	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.343	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.344	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.345	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.346	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.347	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.348	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.349	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.350	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.351	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.352	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.353	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.354	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.355	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.356	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.357	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.358	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.359	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.360	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.361	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.362	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.363	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.364	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.365	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.366	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.367	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.368	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.369	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.370	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.371	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.372	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.373	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.374	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.375	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.376	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.377	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.378	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.379	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.380	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.381	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.382	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.383	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.384	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.385	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.386	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.387	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.388	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.389	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.390	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.391	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.392	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.393	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.394	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.395	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.396	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.397	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.398	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.399	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.400	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.401	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.402	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.403	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.404	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.405	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.406	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.407	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.408	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.409	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.410	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.411	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.412	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.413	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.414	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.415	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.416	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.417	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.418	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.419	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.420	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.421	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.422	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.423	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.424	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.425	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.426	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.427	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.428	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.429	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.430	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.431	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.432	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.433	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.434	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.435	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.436	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.437	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.438	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.439	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.440	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.441	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.442	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.443	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.444	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.445	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.446	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.447	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.448	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.449	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.450	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.451	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.452	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.453	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.454	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.455	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.456	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.457	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.458	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.459	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.460	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.461	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.462	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.463	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.464	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.465	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.466	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.467	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.468	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.469	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.470	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.471	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.472	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.473	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.474	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.475	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.476	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.477	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.478	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.479	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.480	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.481	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.482	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.483	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.484	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.485	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.486	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.487	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.488	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.489	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.490	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.491	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.492	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.493	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.494	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.495	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.496	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.497	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.498	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.499	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.500	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.501	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.502	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.503	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.504	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.505	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.506	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.507	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.508	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.509	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.510	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.511	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.512	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.513	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.514	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.515	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.516	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.517	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.518	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.519	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.520	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.521	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.522	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.523	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.524	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.525	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.526	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.527	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.528	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.529	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.530	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.531	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.532	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.533	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.534	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.535	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.536	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.537	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.538	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.539	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.540	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.541	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.542	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.543	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.544	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.545	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.546	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.547	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.548	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.549	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.550	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.551	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.552	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.553	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.554	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.555	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.556	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.557	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.558	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.559	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.560	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.561	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.562	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.563	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.564	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.565	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.566	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.567	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.568	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.569	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.570	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.571	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.572	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.573	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.574	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.575	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.576	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.577	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.578	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.579	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.580	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.581	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.582	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.583	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.584	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.585	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.586	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.587	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.588	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.589	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.590	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.591	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.592	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.593	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.594	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.595	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.596	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.597	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.598	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.599	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.600	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.601	0.760	4.739	1.256	4.903
pred_blast2go.tsv	pred_blast2go.tsv	molecular_function	0.602	0.760	4.739	1.256	4.903
